{fi}	U+03C6	φ	GREEK SMALL LETTER PHI
{z.}	U+017C	ż	LATIN SMALL LETTER Z WITH DOT ABOVE
{o\}	U+00F2	ò	LATIN SMALL LETTER O WITH GRAVE
{lambda}	U+03BB	λ	GREEK SMALL LETTER LAMDA
{A-}	U+0100	Ā	LATIN CAPITAL LETTER A WITH MACRON
{o-}	U+014D	ō	LATIN SMALL LETTER O WITH MACRON
{beta}	U+03B2	β	GREEK SMALL LETTER BETA
{-->}	U+2192	→	RIGHTWARDS ARROW
{$7}	-	-	No idea what this does (REMOVE)
{$4}	-	-	No idea what this does (REMOVE)
{a %,}	U+0105	ą	LATIN SMALL LETTER A WITH OGONEK
{S/}	U+015A	Ś	LATIN CAPITAL LETTER S WITH ACUTE
{vektor}	U+20D7		COMBINING RIGHT ARROW ABOVE
{C ,}	U+00C7	Ç	LATIN CAPITAL LETTER C WITH CEDILLA
{$6}	-	-	No idea what this does (REMOVE)
{O*/}	U+00D8	Ø	LATIN CAPITAL LETTER O WITH STROKE
{L*/}	U+0141	Ł	LATIN CAPITAL LETTER L WITH STROKE
{ou}	U+014F	ŏ	LATIN SMALL LETTER O WITH BREVE
{o//}	U+0151	ő	LATIN SMALL LETTER O WITH DOUBLE ACUTE
{u\}	U+00F9	ù	LATIN SMALL LETTER U WITH GRAVE
{oe}	U+0153	œ	LATIN SMALL LIGATURE OE
{>}	&gt;	&gt;	GREATER-THAN SIGN
{+-}	U+00B1	±	PLUS-MINUS SIGN
{gama}	U+03B3	γ	GREEK SMALL LETTER GAMMA
{d ,}	U+010F	ď	LATIN SMALL LETTER D WITH CARON
{S ,}	U+015E	Ş	LATIN CAPITAL LETTER S WITH CEDILLA
{nv}	U+0148	ň	LATIN SMALL LETTER N WITH CARON
{T ,}	U+0162	Ţ	LATIN CAPITAL LETTER T WITH CEDILLA
{OMEGA}	U+03A9	Ω	GREEK CAPITAL LETTER OMEGA
{A:}	U+00C4	Ä	LATIN CAPITAL LETTER A WITH DIAERESIS
{1/2}	U+00BD	½	VULGAR FRACTION ONE HALF
{promil}	U+2030	‰	PER MILLE SIGN
{epsilon}	U+03B5	ε	GREEK SMALL LETTER EPSILON
{$12}	-	-	No idea what this does (REMOVE)
{e.}	U+0117	ė	LATIN SMALL LETTER E WITH DOT ABOVE
{nl2}	-	-	<control>  (REMOVE)
{uo}	U+016F	ů	LATIN SMALL LETTER U WITH RING ABOVE
{omega}	U+03C9	ω	GREEK SMALL LETTER OMEGA
{i\}	U+00EC	ì	LATIN SMALL LETTER I WITH GRAVE
{saturn}	U+2644	♄	SATURN
{koren}	U+221A	√	SQUARE ROOT
{DELTA}	U+0394	Δ	GREEK CAPITAL LETTER DELTA
{-=}	U+2261	≡	IDENTICAL TO
{r/}	U+0155	ŕ	LATIN SMALL LETTER R WITH ACUTE
